Track Name,Artist,Value,TopPos,TopMonth,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sky Walker (feat. Travis Scott),Miguel,124,84,12,2017,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4
How Long (feat. French Montana) - Remix,Charlie Puth,158,22,12,2017,0.863,0.631,1,-4.959,0,0.0822,0.17,0,0.078,0.89,109.99,206965,4
Codeine Dreaming (feat. Lil Wayne),Kodak Black,192,64,12,2017,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4
River (feat. Ed Sheeran),Eminem,1644,12,12,2017,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221013,4
Him & I (with Halsey),G-Eazy,1482,10,12,2017,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4
Believe,Eminem,424,18,12,2017,0.886,0.488,1,-5.628,0,0.184,0.166,0,0.343,0.114,130.064,315347,4
Remind Me,Eminem,233,26,12,2017,0.764,0.867,4,-3.856,1,0.296,0.125,0,0.717,0.767,93.969,225173,4
Like Home (feat. Alicia Keys),Eminem,245,29,12,2017,0.778,0.783,8,-4.534,1,0.239,0.258,0,0.231,0.285,109.911,245467,4
Chloraseptic (feat. Phresher),Eminem,102,36,12,2017,0.898,0.753,1,-6.336,1,0.275,0.0416,0,0.253,0.414,132.066,301147,4
Bad Husband (feat. X Ambassadors),Eminem,166,47,12,2017,0.514,0.72,8,-5.189,1,0.322,0.0738,0,0.148,0.478,96.237,287893,3
Tragic Endings (feat. Skylar Grey),Eminem,97,54,12,2017,0.634,0.771,4,-4.957,0,0.295,0.429,0,0.689,0.522,80.971,252027,4
Nowhere Fast (feat. Kehlani),Eminem,59,100,12,2017,0.7,0.74,11,-4.617,1,0.184,0.254,0,0.0682,0.663,79.015,264173,4
Revival (Interlude),Eminem,43,61,12,2017,0.618,0.308,6,-9.799,0,0.0275,0.864,1.08e-06,0.172,0.753,99.861,51827,4
Framed,Eminem,40,100,12,2017,0.744,0.821,7,-3.009,1,0.161,0.0113,0,0.259,0.762,145.982,252960,4
Offended,Eminem,35,66,12,2017,0.656,0.871,1,-4.604,1,0.366,0.573,0,0.846,0.75,140.322,320920,4
Heat,Eminem,30,71,12,2017,0.843,0.86,7,-5.386,0,0.273,0.172,0,0.31,0.519,99.026,250000,4
In Your Head,Eminem,29,72,12,2017,0.647,0.778,1,-5.257,1,0.224,0.00164,0,0.389,0.252,82.918,182640,4
Need Me (feat. Pink),Eminem,28,73,12,2017,0.697,0.664,10,-7.148,1,0.0626,0.00501,0,0.304,0.566,104.979,265467,3
Castle,Eminem,21,80,12,2017,0.612,0.819,7,-4.592,1,0.321,0.0274,0.000646,0.0938,0.279,84.977,254760,4
Arose,Eminem,10,91,12,2017,0.612,0.904,4,-6.076,0,0.429,0.182,0,0.17,0.555,75.801,274627,4
End Game,Taylor Swift,157,73,12,2017,0.649,0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,244827,4
Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta,938,18,12,2017,0.876,0.55,2,-5.464,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532,4
Sober,G-Eazy,9,95,12,2017,0.558,0.766,6,-5.953,0,0.231,0.263,0,0.32,0.182,96.281,203960,4
Jingle Bell Rock,Bobby Helms,338,11,12,2017,0.741,0.34,2,-13.421,1,0.0446,0.614,0,0.0955,0.838,119.606,129893,4
Modern Slavery,Huncho Jack,103,27,12,2017,0.744,0.739,4,-3.735,0,0.224,0.00161,0,0.28,0.507,134.008,148560,4
Eye 2 Eye,Huncho Jack,95,33,12,2017,0.811,0.65,2,-4.41,1,0.128,0.00125,0,0.102,0.179,146.028,190679,4
Black & Chinese,Huncho Jack,88,34,12,2017,0.667,0.848,1,-4.156,1,0.0928,0.00285,0.00291,0.125,0.361,159.15,172017,4
Motorcycle Patches,Huncho Jack,51,50,12,2017,0.893,0.662,5,-5.03,0,0.0971,0.0171,0,0.105,0.446,81.524,191410,4
Dubai Shit,Huncho Jack,78,51,12,2017,0.768,0.535,10,-4.489,0,0.0534,0.0569,0,0.0902,0.239,138.086,228431,4
Huncho Jack,Huncho Jack,49,52,12,2017,0.793,0.568,5,-3.528,0,0.0497,0.0079,0,0.185,0.0611,136.931,199227,4
Saint,Huncho Jack,39,62,12,2017,0.855,0.642,1,-3.701,1,0.0557,0.00953,0,0.104,0.0696,150.081,140793,4
Saint Laurent Mask,Huncho Jack,33,68,12,2017,0.767,0.59,11,-4.098,1,0.041,0.0432,0,0.169,0.0792,134.994,190437,4
Go,Huncho Jack,30,71,12,2017,0.749,0.887,5,-0.898,0,0.0436,0.301,3.04e-05,0.297,0.638,135.006,156530,4
Moon Rock,Huncho Jack,19,82,12,2017,0.72,0.725,8,-3.988,1,0.0525,0.00829,0,0.137,0.202,142.957,151184,4
Holly Jolly Christmas,Michael Bublé,196,28,12,2017,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,119787,4
Santa's Coming For Us,Sia,160,37,12,2017,0.669,0.854,1,-4.486,1,0.0999,0.0205,0,0.047,0.707,93.057,206533,4
How U Feel,Huncho Jack,7,94,12,2017,0.853,0.79,2,-2.557,1,0.158,0.0474,1.22e-05,0.382,0.46,139.986,205682,4
Merry Christmas Everyone - Remastered,Shakin' Stevens,176,25,12,2017,0.541,0.909,9,-3.101,1,0.0358,0.128,0,0.128,0.962,203.862,220160,4
Bartier Cardi (feat. 21 Savage),Cardi B,489,26,12,2017,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,4
Blue Christmas,Elvis Presley,181,21,12,2017,0.465,0.27,4,-16.661,1,0.0425,0.902,0.00104,0.145,0.58,94.519,129173,4
A Holly Jolly Christmas - Single Version,Burl Ives,171,23,12,2017,0.674,0.37,0,-12.937,1,0.0309,0.616,0,0.0781,0.862,140.352,135533,4
Christmas Lights,Coldplay,152,35,12,2017,0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795,242496,4
Step Into Christmas,Elton John,145,35,12,2017,0.532,0.926,2,-5.536,1,0.0357,0.112,9.84e-06,0.318,0.814,140.137,272394,4
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,136,30,12,2017,0.7,0.138,8,-12.347,1,0.0612,0.902,0,0.185,0.49,84.487,206067,4
Carol of the Bells,Mykola Dmytrovych Leontovych,124,29,12,2017,0.418,0.106,8,-22.507,0,0.0448,0.994,0.0292,0.179,0.8,46.718,85267,4
Underneath the Tree,Kelly Clarkson,106,50,12,2017,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,229640,4
My Only Wish (This Year),Britney Spears,101,42,12,2017,0.665,0.844,0,-3.777,1,0.0273,0.171,0,0.225,0.665,147.073,255733,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,103,44,12,2017,0.725,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.717,112.89,155933,4
White Christmas (duet with Shania Twain),Michael Bublé,106,44,12,2017,0.628,0.484,10,-7.588,1,0.0319,0.469,1.23e-05,0.126,0.642,63.476,216627,4
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,83,49,12,2017,0.666,0.841,2,-3.592,1,0.0312,0.613,0,0.113,0.84,128.718,126360,4
Hallelujah,Pentatonix,65,52,12,2017,0.321,0.377,10,-7.385,1,0.0361,0.454,0,0.338,0.367,119.483,268960,4
Santa Baby,Kylie Minogue,81,53,12,2017,0.675,0.384,1,-7.12,1,0.0449,0.749,0,0.167,0.416,86.952,201653,4
I'll Be Home,Meghan Trainor,47,54,12,2017,0.514,0.362,2,-7.758,1,0.0263,0.303,9.3e-06,0.104,0.301,84.767,219440,4
Thank God It's Christmas - Non-Album Single,Queen,45,56,12,2017,0.296,0.421,7,-8.891,1,0.0285,0.214,0,0.232,0.335,83.425,261627,5
Sleigh Ride,The Ronettes,86,56,12,2017,0.528,0.772,2,-7.013,1,0.0288,0.403,2.52e-06,0.316,0.852,91.735,181267,4
Winter Wonderland,Bing Crosby,99,42,12,2017,0.648,0.228,3,-12.335,1,0.0454,0.769,0,0.0983,0.503,125.526,144827,4
Jingle Bells (feat. The Puppini Sisters),Michael Bublé,81,59,12,2017,0.702,0.588,5,-5.914,1,0.0563,0.634,0,0.198,0.849,122.945,159973,3
Santa Claus Is Coming to Town,Michael Bublé,51,67,12,2017,0.594,0.389,10,-7.109,1,0.0517,0.785,0,0.0313,0.396,122.331,171093,4
Run Rudolph Run - Single Version,Chuck Berry,98,33,12,2017,0.688,0.711,7,-10.453,0,0.0832,0.788,2.64e-05,0.0683,0.935,152.277,165733,4
"Merry Christmas, Happy Holidays",*NSYNC,27,74,12,2017,0.642,0.939,5,-3.967,1,0.0463,0.103,0,0.881,0.756,105.003,255307,4
Santa Claus Is Coming To Town,The Jackson 5,65,61,12,2017,0.685,0.565,0,-11.217,1,0.0374,0.285,0.00051,0.076,0.96,147.472,143773,4
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,24,77,12,2017,0.515,0.876,0,-4.286,1,0.0603,0.0123,0,0.124,0.917,185.967,156773,4
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,93,31,12,2017,0.388,0.145,9,-19.697,0,0.0318,0.978,6.86e-06,0.0997,0.0911,75.474,166387,3
Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,19,82,12,2017,0.602,0.713,10,-7.58,0,0.0351,0.041,0,0.27,0.796,141.987,116547,4
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,37,79,12,2017,0.355,0.668,0,-8.444,1,0.0482,0.362,1.23e-06,0.727,0.413,139.734,267600,4
Little Saint Nick - 1991 Remix,The Beach Boys,68,47,12,2017,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,118840,4
Cold December Night,Michael Bublé,25,88,12,2017,0.517,0.702,3,-6.763,1,0.0247,0.00722,0,0.0896,0.414,83.873,198267,4
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,25,88,12,2017,0.553,0.476,0,-8.869,1,0.0649,0.647,0,0.281,0.558,113.401,166147,3
Mary's Boy Child / Oh My Lord,Boney M.,37,75,12,2017,0.781,0.718,0,-8.722,1,0.0361,0.278,0,0.202,0.925,112.542,241427,4
All I Want for Christmas Is You,Michael Bublé,13,94,12,2017,0.503,0.465,8,-8.077,0,0.0274,0.42,0,0.101,0.143,141.796,171827,4
Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,3,98,12,2017,0.578,0.676,8,-5.478,1,0.033,0.114,0,0.255,0.524,149.965,231933,4
Christmas (Baby Please Come Home),Michael Bublé,1,100,12,2017,0.495,0.793,6,-5.696,1,0.03,0.000942,8.29e-06,0.0791,0.672,125.998,187920,4
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,41,60,12,2017,0.273,0.161,6,-16.091,1,0.0357,0.961,0.000905,0.112,0.111,64.16,162200,4
Rudolph The Red-Nosed Reindeer,Burl Ives,32,69,12,2017,0.652,0.275,0,-12.767,1,0.0475,0.632,0,0.287,0.774,153.251,130027,4
Silver Bells,Dean Martin,30,71,12,2017,0.273,0.259,8,-13.967,1,0.0306,0.9,0,0.308,0.604,97.085,142560,3
The First Noel - Remastered 1999,Frank Sinatra,24,77,12,2017,0.176,0.153,0,-15.969,1,0.0365,0.956,0.00012,0.158,0.157,84.741,161373,1
Christmas (Baby Please Come Home),Darlene Love,23,78,12,2017,0.343,0.76,3,-7.146,1,0.0513,0.392,0.000388,0.0773,0.356,126.322,166453,4
Joy To The World,Nat King Cole,19,82,12,2017,0.559,0.381,10,-9.446,1,0.0288,0.783,0,0.0898,0.667,101.754,86200,4
Mistletoe And Holly - Remastered 1999,Frank Sinatra,14,87,12,2017,0.607,0.103,9,-14.405,1,0.0404,0.804,0,0.076,0.341,110.378,136427,4
Do You Hear What I Hear?,Bing Crosby,11,90,12,2017,0.489,0.328,10,-10.892,1,0.0261,0.891,0.00038,0.307,0.405,100.83,165960,4
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,10,91,12,2017,0.834,0.372,1,-11.99,1,0.0358,0.799,0,0.275,0.976,96.628,150267,4
Sleigh Ride,Carpenters,8,93,12,2017,0.694,0.243,11,-15.632,1,0.0723,0.871,0,0.165,0.578,100.774,159440,4
One More Sleep,Leona Lewis,6,95,12,2017,0.639,0.815,11,-3.845,1,0.0362,0.468,0,0.344,0.758,112.985,239587,4
Bum Bum Tam Tam,MC Fioti,166,64,12,2017,0.896,0.673,1,-3.872,1,0.139,0.346,1.28e-05,0.206,0.714,131.99,213989,4
Billie Jean,Michael Jackson,49,52,12,2017,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,44,57,12,2017,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4
Hey Ya! - Radio Mix / Club Mix,OutKast,28,73,12,2017,0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,4
Ain't No Mountain High Enough,Marvin Gaye,16,85,12,2017,0.669,0.616,11,-10.776,0,0.033,0.482,0,0.179,0.818,130.037,151667,4
I Want You Back,The Jackson 5,11,90,12,2017,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,176333,4
Pumped Up Kicks,Foster The People,5,96,12,2017,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
September,"Earth, Wind & Fire",1,100,12,2017,0.693,0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,216520,4
rockstar,Post Malone,10548,1,1,2018,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4
Havana,Camila Cabello,17332,1,1,2018,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4
New Rules,Dua Lipa,14049,10,1,2018,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
Wolves,Selena Gomez,9044,10,1,2018,0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,197993,4
Shape of You,Ed Sheeran,17148,11,1,2018,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4
River (feat. Ed Sheeran),Eminem,8790,10,2,2018,0.757,0.748,8,-5.794,0,0.473,0.17,0,0.0759,0.693,90.052,221013,4
Échame La Culpa,Luis Fonsi,10810,10,1,2018,0.724,0.895,7,-3.617,1,0.0411,0.0322,0,0.097,0.64,96.022,173720,4
What Lovers Do (feat. SZA),Maroon 5,5389,10,1,2018,0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4
Gucci Gang,Lil Pump,2931,13,1,2018,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,124056,4
Him & I (with Halsey),G-Eazy,6833,10,1,2018,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4
Perfect,Ed Sheeran,12315,10,1,2018,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3
Despacito - Remix,Luis Fonsi,566,12,1,2018,0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4
Let You Down,NF,7501,10,1,2018,0.659,0.716,5,-5.673,0,0.111,0.33,0,0.173,0.437,148.015,212120,4
Corazón,Maluma,6750,100,4,2018,0.871,0.768,4,-5.401,0,0.122,0.283,2.25e-05,0.162,0.765,98.989,184067,4
Silence,Marshmello,5880,100,4,2018,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
Criminal,Natti Natasha,6658,16,1,2018,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4
Too Good At Goodbyes,Sam Smith,6038,100,5,2018,0.698,0.375,5,-8.279,1,0.0491,0.652,0,0.173,0.534,91.92,201000,4
Young Dumb & Broke,Khalid,4095,100,4,2018,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4
Mi Gente,J Balvin,2204,100,5,2018,0.543,0.677,11,-4.915,0,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,189440,4
I Fall Apart,Post Malone,10318,100,6,2018,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4
No Limit,G-Eazy,3798,100,3,2018,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387,4
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4289,100,3,2018,0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550,3
Feel It Still,Portugal. The Man,6211,23,1,2018,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
Me Rehúso,Danny Ocean,2043,24,1,2018,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4
Sensualidad,Bad Bunny,5243,23,1,2018,0.807,0.681,11,-6.268,1,0.0983,0.423,0,0.0962,0.676,140.006,297485,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,6994,100,4,2018,0.659,0.717,8,-4.202,1,0.0581,0.0393,0,0.0769,0.71,103.036,174800,4
Downtown,Anitta,6549,21,1,2018,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456,4
Thunder,Imagine Dragons,8065,100,6,2018,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4
Dusk Till Dawn - Radio Edit,ZAYN,4032,18,1,2018,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,4
XO TOUR Llif3,Lil Uzi Vert,6089,100,6,2018,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4
Mayores,Becky G,1570,100,2,2018,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,4
Se Preparó,Ozuna,2700,32,1,2018,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4
Bartier Cardi (feat. 21 Savage),Cardi B,3892,20,1,2018,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,4
1-800-273-8255,Logic,2022,100,2,2018,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250173,4
Unforgettable,French Montana,2593,100,4,2018,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,13465,16,3,2018,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4
How Long,Charlie Puth,3051,100,3,2018,0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,198237,4
Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta,783,100,1,2018,0.876,0.55,2,-5.464,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532,4
Congratulations,Post Malone,4556,100,5,2018,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4
HUMBLE.,Kendrick Lamar,4058,100,5,2018,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
Man's Not Hot,Big Shaq,521,39,1,2018,0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,186027,4
Stargazing,Kygo,1621,100,2,2018,0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,4
Candy Paint,Post Malone,5615,23,4,2018,0.765,0.688,4,-5.566,1,0.0841,0.633,0,0.0734,0.434,90.013,229573,4
Déjala que vuelva (feat. Manuel Turizo),Piso 21,8098,100,6,2018,0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4
Ric Flair Drip (& Metro Boomin),Offset,8821,33,1,2018,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4
I Miss You (feat. Julia Michaels),Clean Bandit,5730,20,1,2018,0.638,0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748,4
Something Just Like This,The Chainsmokers,1241,100,3,2018,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
Bank Account,21 Savage,2038,100,3,2018,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4
Closer,The Chainsmokers,107,49,1,2018,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4
One Dance,Drake,66,50,1,2018,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,4
Havana - Remix,Camila Cabello,430,51,1,2018,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095,4
Felices los 4,Maluma,208,100,1,2018,0.755,0.789,5,-4.502,1,0.146,0.231,0,0.351,0.737,93.973,229849,4
Attention,Charlie Puth,1641,100,3,2018,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
Perro Fiel (feat. Nicky Jam),Shakira,725,100,2,2018,0.75,0.76,1,-4.836,1,0.198,0.187,0,0.0548,0.893,183.817,195213,4
Bodak Yellow,Cardi B,1301,55,1,2018,0.929,0.723,11,-5.792,0,0.109,0.0672,0,0.346,0.458,125.022,223962,4
Despacito (Featuring Daddy Yankee),Luis Fonsi,45,56,1,2018,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,228200,4
Que Va,Alex Sensation,551,100,2,2018,0.771,0.835,0,-3.388,1,0.0507,0.13,0,0.0601,0.817,91.012,238160,4
More Than You Know,Axwell /\ Ingrosso,799,54,1,2018,0.642,0.733,5,-5.001,0,0.0343,0.0274,0,0.266,0.519,123.075,203000,4
Never Be the Same,Camila Cabello,9465,10,2,2018,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,4
MotorSport,Migos,2054,100,3,2018,0.901,0.529,2,-4.443,1,0.191,0.0519,0,0.179,0.146,138.003,307660,4
Báilame - Remix,Nacho,433,100,1,2018,0.791,0.866,6,-4.236,1,0.0497,0.248,5.29e-06,0.0696,0.71,96.011,217080,4
Sorry Not Sorry,Demi Lovato,1235,100,2,2018,0.704,0.633,11,-6.923,0,0.241,0.0214,0,0.29,0.863,144.021,203760,4
There's Nothing Holdin' Me Back,Shawn Mendes,250,100,1,2018,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,2983,40,1,2018,0.526,0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,183637,4
Billie Jean,Michael Jackson,52,65,1,2018,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4
Believer,Imagine Dragons,7423,100,12,2018,0.779,0.787,10,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,204347,4
Bum Bum Tam Tam,MC Fioti,2576,58,2,2018,0.896,0.673,1,-3.872,1,0.139,0.346,1.28e-05,0.206,0.714,131.99,213989,4
Escápate Conmigo (feat. Ozuna),Wisin,192,100,1,2018,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,4
Plain Jane,A$AP Ferg,1056,100,2,2018,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,173600,4
Robarte un Beso,Carlos Vives,103,100,1,2018,0.742,0.858,10,-4.946,1,0.0483,0.0826,0,0.364,0.64,95.049,194742,4
Symphony (feat. Zara Larsson),Clean Bandit,103,71,1,2018,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
Anywhere,Rita Ora,3563,35,1,2018,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215064,4
PICK IT UP (feat. A$AP Rocky),Famous Dex,1939,100,4,2018,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,4
Suena El Dembow,Joey Montana,251,100,1,2018,0.688,0.859,0,-4.447,1,0.0609,0.186,0,0.121,0.695,92.042,195813,4
Codeine Dreaming (feat. Lil Wayne),Kodak Black,1405,47,1,2018,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4
Lonely Together (feat. Rita Ora),Avicii,1670,100,2,2018,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4
I Like Me Better,Lauv,1550,100,3,2018,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,44,78,1,2018,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,4
Mi Gente (feat. Beyoncé),J Balvin,22,79,1,2018,0.705,0.714,11,-6.39,0,0.0792,0.0249,0,0.253,0.434,104.996,209733,4
All Falls Down (feat. Juliander),Alan Walker,1433,53,1,2018,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,22,81,1,2018,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.98,204173,4
goosebumps,Travis Scott,132,100,1,2018,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4
Bad At Love,Halsey,114,76,1,2018,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,181279,4
Strip That Down,Liam Payne,58,84,1,2018,0.869,0.485,6,-5.595,1,0.0545,0.246,0,0.0765,0.527,106.028,204502,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,37,100,1,2018,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4
That's What I Like,Bruno Mars,61,100,1,2018,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4
Bonita,J Balvin,14,87,1,2018,0.782,0.868,5,-1.715,0,0.04,0.0106,0.00252,0.29,0.884,96.042,265747,4
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,13,88,1,2018,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4
Tip Toe (feat. French Montana),Jason Derulo,3069,44,1,2018,0.845,0.709,10,-4.547,0,0.0714,0.0233,0,0.094,0.62,98.062,187521,4
Jocelyn Flores,XXXTENTACION,11894,100,1,2018,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
BUTTERFLY EFFECT,Travis Scott,689,30,8,2018,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,190678,4
